_id	listing_url	property_type	room_type	bed_type	minimum_nights	maximum_nights	cancellation_policy	first_review	last_review	accommodates	bedrooms	beds	number_of_reviews	bathrooms	amenities	price	security_deposit	cleaning_fee	extra_people	guests_included	weekly_price	monthly_price	reviews_per_month	review_scores_accuracy	review_scores_cleanliness	review_scores_checkin	review_scores_communication	review_scores_location	review_scores_value	review_scores_rating	availability_30	availability_60	availability_90	availability_365	host_response_time	host_response_rate	host_is_superhost	host_has_profile_pic	host_identity_verified	host_listings_count	host_total_listings_count	address_country_code	address_location_coordinates	address_location_is_location_exact
10051164	https://www.airbnb.com/rooms/10051164	House	Private room	Real Bed	2	1125	strict_14_with_grace_period	2016-02-10T05:00:00Z	2016-02-10T05:00:00Z	8	1	8	1	4		250	0	0	40	4	NA	NA	NA	10	6	8	8	8	8	80	10	10	21	296	within an hour	80	FALSE	TRUE	TRUE	5	5	BR		TRUE
10047964	https://www.airbnb.com/rooms/10047964	House	Entire home/apt	Real Bed	2	1125	flexible	2016-04-02T04:00:00Z	2016-04-02T04:00:00Z	6	2	6	1	1		527	NA	211	211	1	NA	NA	NA	10	10	10	10	10	10	100	27	57	87	362	NA	NA	FALSE	TRUE	TRUE	2	2	TR		TRUE
10108388	https://www.airbnb.com/rooms/10108388	Apartment	Entire home/apt	Real Bed	2	30	moderate	2016-06-30T04:00:00Z	2019-03-06T05:00:00Z	2	1	1	109	1		185	800	120	0	1	NA	NA	NA	10	10	10	10	10	10	100	5	16	35	265	within an hour	100	TRUE	TRUE	TRUE	1	1	AU		FALSE
10116578	https://www.airbnb.com/rooms/10116578	Apartment	Entire home/apt	Real Bed	1	1125	flexible	NA	NA	5	3	3	0	1.5		933	NA	NA	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	30	60	90	365	NA	NA	FALSE	TRUE	FALSE	1	1	BR		FALSE
10117617	https://www.airbnb.com/rooms/10117617	Apartment	Entire home/apt	Real Bed	7	180	moderate	2016-04-19T04:00:00Z	2017-08-27T04:00:00Z	2	1	1	12	1		40	250	15	0	2	NA	NA	NA	10	10	10	10	9	10	96	0	0	0	46	within a day	100	FALSE	TRUE	TRUE	1	1	PT		FALSE
10141950	https://www.airbnb.com/rooms/10141950	Apartment	Entire home/apt	Real Bed	2	1125	moderate	2016-01-06T05:00:00Z	2016-01-06T05:00:00Z	2	0	1	1	1		966	NA	118	0	1	NA	NA	NA	10	10	10	10	10	10	100	0	0	0	0	NA	NA	FALSE	TRUE	TRUE	1	1	HK		TRUE
10215858	https://www.airbnb.com/rooms/10215858	Apartment	Private room	Real Bed	1	500	strict_14_with_grace_period	2016-07-13T04:00:00Z	2018-11-06T05:00:00Z	2	1	1	9	1		330	NA	NA	0	1	NA	NA	NA	8	7	9	8	10	8	73	20	50	80	135	within an hour	97	FALSE	TRUE	TRUE	29	29	HK		TRUE
10220130	https://www.airbnb.com/rooms/10220130	Apartment	Entire home/apt	Real Bed	2	30	flexible	NA	NA	6	3	3	0	3		746	NA	373	187	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA	NA	FALSE	TRUE	TRUE	1	1	BR		TRUE
10227000	https://www.airbnb.com/rooms/10227000	Condominium	Entire home/apt	Real Bed	1	1125	strict_14_with_grace_period	2016-02-20T05:00:00Z	2016-02-20T05:00:00Z	4	1	2	1	1		499	NA	99	0	1	NA	NA	NA	10	10	10	8	10	10	100	30	60	90	365	within a day	91	FALSE	TRUE	TRUE	472	472	US		TRUE
10280433	https://www.airbnb.com/rooms/10280433	Treehouse	Entire home/apt	Real Bed	2	30	strict_14_with_grace_period	2016-08-08T04:00:00Z	2019-02-19T05:00:00Z	2	1	1	103	1.5		185	300	80	0	2	NA	NA	NA	10	10	10	10	10	10	99	20	45	75	165	within a few hours	100	TRUE	TRUE	TRUE	1	1	US		FALSE
102995	https://www.airbnb.com/rooms/102995	Apartment	Entire home/apt	Real Bed	21	30	moderate	2011-05-29T04:00:00Z	2018-01-01T05:00:00Z	3	1	3	45	1		212	275	120	0	1	1702	6000	NA	9	9	10	10	10	9	93	0	3	5	5	within a day	95	FALSE	TRUE	TRUE	4	4	US		TRUE
10324377	https://www.airbnb.com/rooms/10324377	House	Private room	Real Bed	1	1125	moderate	NA	NA	1	1	1	0	1		101	400	100	50	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22	52	82	357	within an hour	100	FALSE	TRUE	FALSE	7	7	BR		TRUE
10332161	https://www.airbnb.com/rooms/10332161	Apartment	Private room	Real Bed	3	1125	moderate	2016-08-05T04:00:00Z	2016-08-20T04:00:00Z	1	1	1	2	1		35	NA	NA	0	1	NA	NA	NA	10	10	9	9	6	9	90	0	0	0	0	NA	NA	FALSE	TRUE	TRUE	1	1	US		TRUE
10082307	https://www.airbnb.com/rooms/10082307	Apartment	Private room	Real Bed	1	1125	strict_14_with_grace_period	NA	NA	2	1	1	0	1		361	NA	NA	130	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	30	60	90	365	within an hour	90	FALSE	TRUE	FALSE	6	6	HK		TRUE
10083468	https://www.airbnb.com/rooms/10083468	Loft	Entire home/apt	Real Bed	2	1125	moderate	2016-01-02T05:00:00Z	2019-02-09T05:00:00Z	2	1	1	178	1		30	0	10	0	1	NA	NA	NA	10	10	10	10	10	10	97	16	40	67	335	within an hour	90	TRUE	TRUE	TRUE	3	3	PT		FALSE
10084023	https://www.airbnb.com/rooms/10084023	Guesthouse	Private room	Futon	1	500	strict_14_with_grace_period	2015-12-22T05:00:00Z	2019-03-01T05:00:00Z	1	1	1	81	1		181	0	50	100	1	1350	5000	NA	10	8	10	10	10	10	92	14	24	40	220	within an hour	100	FALSE	TRUE	TRUE	2	2	HK		TRUE
10091713	https://www.airbnb.com/rooms/10091713	Apartment	Entire home/apt	Real Bed	10	21	strict_14_with_grace_period	2016-12-29T05:00:00Z	2018-03-18T04:00:00Z	2	0	1	64	1		181	300	50	0	1	NA	NA	NA	10	9	10	10	10	9	95	0	0	0	0	NA	NA	FALSE	TRUE	TRUE	1	1	AU		TRUE
10109896	https://www.airbnb.com/rooms/10109896	House	Entire home/apt	Real Bed	2	1125	moderate	NA	NA	2	1	1	0	2.5		250	400	150	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA	NA	FALSE	TRUE	FALSE	1	1	AU		TRUE
10116256	https://www.airbnb.com/rooms/10116256	Serviced apartment	Entire home/apt	Real Bed	1	1125	moderate	NA	NA	6	2	5	0	2		997	NA	NA	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	30	60	90	365	within an hour	100	FALSE	TRUE	FALSE	16	16	TR		FALSE
10120414	https://www.airbnb.com/rooms/10120414	Apartment	Entire home/apt	Real Bed	3	1125	flexible	NA	NA	3	1	1	0	1		150	200	NA	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA	NA	FALSE	TRUE	TRUE	1	1	US		FALSE
10166883	https://www.airbnb.com/rooms/10166883	Apartment	Entire home/apt	Real Bed	3	6	strict_14_with_grace_period	2016-01-03T05:00:00Z	2019-01-01T05:00:00Z	9	3	4	22	1		180	199	59	19	4	NA	NA	NA	10	9	10	10	9	9	95	0	0	0	0	NA	NA	FALSE	TRUE	TRUE	1	1	US		TRUE
10166986	https://www.airbnb.com/rooms/10166986	Apartment	Entire home/apt	Real Bed	5	1125	strict_14_with_grace_period	2016-01-01T05:00:00Z	2016-01-01T05:00:00Z	4	2	2	1	1		220	NA	25	0	1	1400	NA	NA	10	8	10	10	10	10	100	0	0	0	0	NA	NA	FALSE	TRUE	TRUE	1	1	US		TRUE
10184012	https://www.airbnb.com/rooms/10184012	Apartment	Entire home/apt	Real Bed	1	1125	flexible	NA	NA	2	2	2	0	1		380	NA	NA	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	30	60	90	365	NA	NA	FALSE	TRUE	FALSE	1	1	BR		FALSE
10186755	https://www.airbnb.com/rooms/10186755	Loft	Private room	Real Bed	1	1125	flexible	NA	NA	2	1	2	0	1		185	NA	NA	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	30	60	90	365	NA	NA	FALSE	TRUE	FALSE	1	1	TR		FALSE
10228731	https://www.airbnb.com/rooms/10228731	Apartment	Private room	Real Bed	1	15	flexible	2016-05-26T04:00:00Z	2016-05-26T04:00:00Z	1	1	1	1	2		149	NA	30	0	1	NA	NA	NA	8	10	10	10	10	10	100	28	58	88	178	NA	NA	FALSE	TRUE	FALSE	2	2	BR		FALSE
10299095	https://www.airbnb.com/rooms/10299095	Apartment	Private room	Real Bed	4	1125	moderate	2016-08-20T04:00:00Z	2016-08-20T04:00:00Z	1	1	1	1	1		71	NA	20	0	1	NA	NA	NA	8	8	8	8	8	8	80	0	0	0	0	NA	NA	FALSE	TRUE	FALSE	2	2	BR		FALSE
10306879	https://www.airbnb.com/rooms/10306879	Apartment	Entire home/apt	Real Bed	10	90	flexible	NA	NA	4	1	2	0	1		933	NA	NA	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	28	58	88	363	NA	NA	FALSE	TRUE	FALSE	1	1	BR		TRUE
103161	https://www.airbnb.com/rooms/103161	Apartment	Entire home/apt	Real Bed	2	300	strict_14_with_grace_period	2013-09-21T04:00:00Z	2019-02-18T05:00:00Z	2	1	2	117	1		175	300	90	300	2	NA	NA	NA	10	10	10	10	10	9	96	28	58	88	363	within a few hours	100	TRUE	TRUE	FALSE	1	1	US		TRUE
10343118	https://www.airbnb.com/rooms/10343118	Apartment	Entire home/apt	Real Bed	1	60	strict_14_with_grace_period	2016-02-09T05:00:00Z	2019-02-06T05:00:00Z	4	1	2	145	1		997	1000	380	160	2	NA	NA	NA	10	10	10	10	10	9	94	20	50	80	170	within an hour	98	FALSE	TRUE	TRUE	17	17	HK		TRUE
1036027	https://www.airbnb.com/rooms/1036027	Apartment	Entire home/apt	Real Bed	3	1125	flexible	2014-04-17T04:00:00Z	2018-12-30T05:00:00Z	8	4	8	71	2		100	NA	NA	0	1	700	2800	NA	9	9	10	10	9	9	88	0	10	15	264	within an hour	100	FALSE	TRUE	FALSE	3	3	PT		TRUE
10392282	https://www.airbnb.com/rooms/10392282	Bungalow	Entire home/apt	Real Bed	2	300	flexible	2016-01-29T05:00:00Z	2019-02-19T05:00:00Z	2	0	1	99	1		100	250	80	20	1	NA	NA	NA	10	9	10	10	10	9	96	12	27	53	321	within an hour	100	FALSE	TRUE	TRUE	1	1	US		FALSE
10415637	https://www.airbnb.com/rooms/10415637	Bed and breakfast	Private room	Real Bed	1	1125	flexible	2016-02-11T05:00:00Z	2017-09-22T04:00:00Z	2	1	1	11	1		112	0	0	0	2	NA	NA	NA	10	10	10	10	10	10	98	24	45	60	309	within a few hours	100	FALSE	TRUE	TRUE	8	8	BR		FALSE
10416859	https://www.airbnb.com/rooms/10416859	Guest suite	Entire home/apt	Real Bed	2	3	moderate	2016-02-10T05:00:00Z	2018-09-23T04:00:00Z	5	1	4	104	1		45	136	50	25	2	NA	NA	NA	10	9	10	10	10	10	96	0	0	0	0	NA	NA	FALSE	TRUE	TRUE	1	1	AU		TRUE
10449328	https://www.airbnb.com/rooms/10449328	House	Entire home/apt	Real Bed	5	1125	flexible	NA	NA	11	4	8	0	7		2499	NA	NA	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	30	60	90	365	a few days or more	0	FALSE	TRUE	TRUE	1	1	BR		FALSE
10471178	https://www.airbnb.com/rooms/10471178	Apartment	Private room	Real Bed	1	1125	flexible	NA	NA	1	1	1	0	1		112	NA	NA	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	30	60	90	365	a few days or more	0	FALSE	TRUE	FALSE	1	1	BR		FALSE
10488837	https://www.airbnb.com/rooms/10488837	Apartment	Private room	Real Bed	1	1125	flexible	NA	NA	2	1	2	0	1		100	NA	100	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	30	60	90	365	NA	NA	FALSE	TRUE	FALSE	1	1	TR		TRUE
10527212	https://www.airbnb.com/rooms/10527212	Apartment	Private room	Real Bed	1	1125	strict_14_with_grace_period	2016-02-16T05:00:00Z	2017-12-25T05:00:00Z	4	1	2	18	1		353	0	50	50	1	NA	NA	NA	8	7	8	7	8	8	71	30	60	90	365	NA	NA	FALSE	TRUE	FALSE	28	28	HK		FALSE
10560325	https://www.airbnb.com/rooms/10560325	Apartment	Entire home/apt	Real Bed	3	1125	strict_14_with_grace_period	2016-03-30T04:00:00Z	2018-11-04T04:00:00Z	6	2	3	20	1		60	200	25	8	3	NA	NA	NA	9	9	10	9	9	9	89	0	16	46	314	within a day	80	FALSE	TRUE	TRUE	5	5	PT		TRUE
10317142	https://www.airbnb.com/rooms/10317142	House	Entire home/apt	Real Bed	3	1125	strict_14_with_grace_period	2016-01-24T05:00:00Z	2019-02-19T05:00:00Z	14	4	10	32	4		795	1000	345	0	1	NA	NA	NA	10	9	10	10	10	10	94	10	17	26	229	within a day	50	FALSE	TRUE	FALSE	1	1	US		TRUE
10373872	https://www.airbnb.com/rooms/10373872	Apartment	Entire home/apt	Real Bed	30	365	strict_14_with_grace_period	NA	NA	4	1	2	0	1		149	1000	60	40	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	11	41	316	within an hour	100	TRUE	TRUE	TRUE	7	7	BR		FALSE
10411341	https://www.airbnb.com/rooms/10411341	Apartment	Entire home/apt	Real Bed	3	1125	strict_14_with_grace_period	2016-01-15T05:00:00Z	2019-01-22T05:00:00Z	4	2	2	32	2		351	500	120	500	4	NA	NA	NA	10	9	9	10	10	9	95	3	18	41	316	within a day	100	TRUE	TRUE	TRUE	2	2	BR		FALSE
1042446	https://www.airbnb.com/rooms/1042446	Condominium	Entire home/apt	Real Bed	4	1125	strict_14_with_grace_period	2015-04-28T04:00:00Z	2019-01-10T05:00:00Z	4	1	3	19	1		229	NA	95	0	1	NA	NA	NA	10	9	10	10	10	9	94	5	26	35	228	within an hour	100	FALSE	TRUE	FALSE	1	1	US		TRUE
10448594	https://www.airbnb.com/rooms/10448594	Apartment	Entire home/apt	Real Bed	5	1125	moderate	2016-05-15T04:00:00Z	2019-01-04T05:00:00Z	4	1	2	13	1		80	500	30	0	1	NA	NA	NA	10	10	10	10	10	10	95	0	0	0	27	within a few hours	100	FALSE	TRUE	TRUE	1	1	PT		FALSE
10458796	https://www.airbnb.com/rooms/10458796	Condominium	Private room	Real Bed	28	1125	strict_14_with_grace_period	2016-01-16T05:00:00Z	2017-08-31T04:00:00Z	2	1	1	179	1		479	NA	NA	150	1	NA	10000	NA	9	9	10	10	10	9	94	0	3	3	3	within an hour	100	FALSE	TRUE	TRUE	5	5	HK		FALSE
10486984	https://www.airbnb.com/rooms/10486984	Apartment	Entire home/apt	Real Bed	3	1125	moderate	2016-04-24T04:00:00Z	2019-02-10T05:00:00Z	8	3	4	77	1		264	0	0	36	4	NA	NA	NA	9	9	10	10	9	9	94	18	29	51	326	within an hour	100	FALSE	TRUE	TRUE	1	1	TR		FALSE
10487917	https://www.airbnb.com/rooms/10487917	Apartment	Entire home/apt	Real Bed	1	1125	moderate	2016-02-06T05:00:00Z	2018-10-22T04:00:00Z	2	0	1	31	1		29	0	10	0	2	NA	NA	NA	9	9	9	9	9	9	89	16	42	61	309	within a day	100	TRUE	TRUE	FALSE	9	9	PT		TRUE
10527243	https://www.airbnb.com/rooms/10527243	Condominium	Entire home/apt	Real Bed	2	1125	moderate	2016-07-14T04:00:00Z	2019-02-22T05:00:00Z	4	2	3	65	1.5		125	250	99	0	1	NA	NA	NA	10	10	10	10	10	10	96	12	39	65	65	within an hour	100	TRUE	TRUE	FALSE	1	1	US		TRUE
10581101	https://www.airbnb.com/rooms/10581101	Apartment	Entire home/apt	Real Bed	2	1125	strict_14_with_grace_period	2016-03-30T04:00:00Z	2019-02-20T05:00:00Z	8	4	6	77	2		169	200	60	0	10	NA	NA	NA	10	9	9	9	9	9	90	19	32	48	211	within an hour	100	FALSE	TRUE	TRUE	12	12	ES		TRUE
1058555	https://www.airbnb.com/rooms/1058555	Apartment	Private room	Real Bed	3	1125	strict_14_with_grace_period	2014-04-06T04:00:00Z	2018-12-23T05:00:00Z	2	1	1	31	1		105	NA	60	60	1	NA	NA	NA	10	10	10	10	10	9	96	23	44	74	336	within an hour	100	TRUE	TRUE	FALSE	2	2	TR		TRUE
10635276	https://www.airbnb.com/rooms/10635276	Apartment	Entire home/apt	Real Bed	4	100	moderate	2017-09-17T04:00:00Z	2018-05-02T04:00:00Z	6	3	7	13	4		933	NA	298	19	4	NA	NA	NA	10	10	10	10	10	10	100	0	0	0	0	NA	NA	TRUE	TRUE	FALSE	2	2	BR		TRUE
10648267	https://www.airbnb.com/rooms/10648267	Apartment	Entire home/apt	Real Bed	3	1125	strict_14_with_grace_period	2016-02-10T05:00:00Z	2016-02-10T05:00:00Z	5	3	3	1	3		298	1000	160	0	1	NA	NA	NA	10	10	10	10	10	10	100	0	0	0	0	within a day	80	FALSE	TRUE	FALSE	2	2	BR		FALSE
10664888	https://www.airbnb.com/rooms/10664888	Apartment	Entire home/apt	Real Bed	2	28	strict_14_with_grace_period	2016-02-03T05:00:00Z	2019-01-22T05:00:00Z	4	0	2	62	1		55	150	25	7	2	NA	NA	NA	10	10	10	10	10	10	97	3	12	24	243	within an hour	100	TRUE	TRUE	TRUE	4	4	PT		FALSE
10675315	https://www.airbnb.com/rooms/10675315	Apartment	Private room	Real Bed	2	1125	strict_14_with_grace_period	NA	NA	2	1	1	0	1		30	NA	20	15	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA	NA	FALSE	TRUE	TRUE	1	1	CA		TRUE
10545815	https://www.airbnb.com/rooms/10545815	Apartment	Entire home/apt	Real Bed	4	90	moderate	2016-04-12T04:00:00Z	2019-02-19T05:00:00Z	4	1	1	126	1		125	200	80	30	2	NA	NA	NA	10	10	10	10	9	9	96	1	6	8	168	within an hour	100	FALSE	TRUE	TRUE	3	3	US		TRUE
10552362	https://www.airbnb.com/rooms/10552362	Apartment	Entire home/apt	Real Bed	1	1125	strict_14_with_grace_period	2016-02-01T05:00:00Z	2016-02-22T05:00:00Z	2	1	1	2	1		85	NA	15	0	1	NA	NA	NA	10	10	10	10	10	10	100	0	0	0	0	NA	NA	FALSE	TRUE	FALSE	1	1	AU		TRUE
10596036	https://www.airbnb.com/rooms/10596036	Apartment	Entire home/apt	Real Bed	5	1125	flexible	NA	NA	4	1	4	0	1		701	NA	100	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA	NA	FALSE	TRUE	FALSE	1	1	BR		FALSE
10612199	https://www.airbnb.com/rooms/10612199	Apartment	Private room	Real Bed	3	1125	moderate	2016-08-13T04:00:00Z	2019-01-05T05:00:00Z	1	1	1	10	1		80	100	50	0	1	NA	NA	NA	10	10	10	10	10	10	100	5	35	65	339	within an hour	100	FALSE	TRUE	TRUE	1	1	US		TRUE
1069531	https://www.airbnb.com/rooms/1069531	Guest suite	Private room	Real Bed	3	21	strict_14_with_grace_period	2014-07-18T04:00:00Z	2019-02-23T05:00:00Z	2	1	1	167	1		139	200	85	35	2	738	2900	NA	10	9	10	10	10	9	93	3	5	11	276	within an hour	100	TRUE	TRUE	TRUE	2	2	US		TRUE
10021707	https://www.airbnb.com/rooms/10021707	Apartment	Private room	Real Bed	14	1125	flexible	2016-01-31T05:00:00Z	2016-01-31T05:00:00Z	1	1	1	1	1.5		40	NA	NA	0	1	NA	NA	NA	10	10	10	10	8	8	100	0	0	0	0	NA	NA	FALSE	TRUE	TRUE	1	1	US		TRUE
10006546	https://www.airbnb.com/rooms/10006546	House	Entire home/apt	Real Bed	2	30	moderate	2016-01-03T05:00:00Z	2019-01-20T05:00:00Z	8	3	5	51	1		80	200	35	15	6	NA	NA	NA	9	9	10	10	10	9	89	28	47	74	239	within an hour	100	FALSE	TRUE	TRUE	3	3	PT		FALSE
10030955	https://www.airbnb.com/rooms/10030955	Apartment	Private room	Real Bed	1	1125	flexible	NA	NA	2	1	1	0	2		701	1000	250	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	28	58	88	363	NA	NA	FALSE	TRUE	FALSE	1	1	BR		TRUE
10038496	https://www.airbnb.com/rooms/10038496	Apartment	Entire home/apt	Real Bed	3	75	strict_14_with_grace_period	2016-01-18T05:00:00Z	2019-01-28T05:00:00Z	4	1	3	70	2		119	600	150	40	3	NA	NA	NA	10	10	10	10	10	10	98	7	19	33	118	within an hour	100	TRUE	TRUE	TRUE	2	2	BR		FALSE
10057447	https://www.airbnb.com/rooms/10057447	Apartment	Entire home/apt	Real Bed	1	1125	flexible	NA	NA	4	1	2	0	1		50	NA	NA	31	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA	NA	FALSE	TRUE	FALSE	1	1	CA		TRUE
10057826	https://www.airbnb.com/rooms/10057826	Apartment	Entire home/apt	Real Bed	3	1125	strict_14_with_grace_period	2016-01-03T05:00:00Z	2018-02-18T05:00:00Z	4	0	2	5	1		205	NA	NA	0	1	NA	NA	NA	9	10	10	8	9	9	88	30	31	31	243	within a few hours	100	FALSE	TRUE	FALSE	13	13	US		TRUE
10059244	https://www.airbnb.com/rooms/10059244	Apartment	Entire home/apt	Real Bed	2	1125	moderate	NA	NA	2	0	1	0	1		43	NA	NA	12	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	32	within an hour	100	FALSE	TRUE	FALSE	1	1	CA		FALSE
10059872	https://www.airbnb.com/rooms/10059872	Apartment	Entire home/apt	Real Bed	4	20	flexible	2015-12-19T05:00:00Z	2018-03-27T04:00:00Z	3	1	2	3	1		699	NA	NA	0	1	5000	NA	NA	10	10	10	10	10	8	100	0	0	0	0	NA	NA	FALSE	TRUE	FALSE	1	1	HK		TRUE
10096773	https://www.airbnb.com/rooms/10096773	Apartment	Entire home/apt	Real Bed	2	1125	flexible	2016-01-03T05:00:00Z	2016-01-03T05:00:00Z	2	1	1	1	1		145	NA	60	0	1	1000	NA	NA	10	10	10	10	10	10	100	0	0	0	0	NA	NA	FALSE	TRUE	TRUE	1	1	US		TRUE
10115921	https://www.airbnb.com/rooms/10115921	Serviced apartment	Entire home/apt	Real Bed	1	1125	strict_14_with_grace_period	2016-02-01T05:00:00Z	2017-08-07T04:00:00Z	4	2	4	3	1		838	NA	NA	0	1	NA	NA	NA	7	7	8	8	10	7	67	30	60	90	365	within an hour	100	FALSE	TRUE	FALSE	16	16	TR		FALSE
10133350	https://www.airbnb.com/rooms/10133350	Apartment	Entire home/apt	Real Bed	2	7	strict_14_with_grace_period	2016-05-28T04:00:00Z	2017-08-19T04:00:00Z	5	2	2	9	1		275	0	35	0	1	NA	NA	NA	9	8	10	9	9	9	90	0	0	0	0	NA	NA	FALSE	TRUE	TRUE	2	2	US		FALSE
10140368	https://www.airbnb.com/rooms/10140368	Apartment	Private room	Real Bed	1	10	strict_14_with_grace_period	2016-01-06T05:00:00Z	2019-03-03T05:00:00Z	2	1	1	239	1		45	NA	NA	10	1	NA	NA	NA	10	10	10	10	9	10	95	20	29	29	34	within an hour	100	TRUE	TRUE	TRUE	1	1	US		TRUE
1016739	https://www.airbnb.com/rooms/1016739	House	Private room	Real Bed	3	365	strict_14_with_grace_period	2013-07-15T04:00:00Z	2017-12-01T05:00:00Z	2	1	2	8	3.5		64	0	30	0	1	500	2000	NA	10	10	10	10	10	9	100	0	0	19	20	within a few hours	100	FALSE	TRUE	TRUE	6	6	AU		TRUE
1019168	https://www.airbnb.com/rooms/1019168	Apartment	Private room	Real Bed	2	120	strict_14_with_grace_period	2014-06-22T04:00:00Z	2019-01-08T05:00:00Z	1	1	1	62	1		34	0	25	10	1	250	900	NA	10	9	10	10	10	10	98	0	0	0	0	within a day	100	TRUE	TRUE	TRUE	1	1	CA		TRUE
10199760	https://www.airbnb.com/rooms/10199760	Apartment	Entire home/apt	Real Bed	1	1125	flexible	NA	NA	4	1	2	0	1		264	527	26	53	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	30	60	90	365	within a day	100	FALSE	TRUE	FALSE	1	1	TR		FALSE
10209136	https://www.airbnb.com/rooms/10209136	Apartment	Private room	Real Bed	1	1125	flexible	2016-01-24T05:00:00Z	2016-02-16T05:00:00Z	2	1	1	4	1		36	NA	NA	20	2	NA	NA	NA	10	10	9	9	10	9	95	0	0	0	0	NA	NA	FALSE	TRUE	TRUE	1	1	AU		FALSE
10233856	https://www.airbnb.com/rooms/10233856	Apartment	Private room	Real Bed	1	500	strict_14_with_grace_period	2016-08-28T04:00:00Z	2018-07-12T04:00:00Z	3	1	2	22	1		400	NA	NA	0	1	NA	NA	NA	8	9	9	9	10	9	83	30	60	90	145	within an hour	97	FALSE	TRUE	TRUE	29	29	HK		TRUE
10264100	https://www.airbnb.com/rooms/10264100	Apartment	Entire home/apt	Real Bed	2	15	strict_14_with_grace_period	2016-08-13T04:00:00Z	2018-03-18T04:00:00Z	6	2	5	8	2		798	500	150	20	4	NA	NA	NA	10	9	10	10	10	10	100	11	41	71	247	within a few hours	100	FALSE	TRUE	FALSE	1	1	BR		FALSE
10381879	https://www.airbnb.com/rooms/10381879	Bed and breakfast	Private room	Real Bed	1	1125	strict_14_with_grace_period	2016-09-18T04:00:00Z	2019-02-03T05:00:00Z	2	1	1	9	1		138	NA	NA	70	2	NA	NA	NA	10	10	10	10	10	10	98	28	58	88	347	within an hour	90	FALSE	TRUE	TRUE	4	4	BR		FALSE
10431455	https://www.airbnb.com/rooms/10431455	Apartment	Entire home/apt	Real Bed	4	1125	flexible	NA	NA	3	1	1	0	1		298	NA	NA	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA	NA	FALSE	TRUE	FALSE	1	1	BR		TRUE
10519173	https://www.airbnb.com/rooms/10519173	Condominium	Entire home/apt	Real Bed	2	1125	strict_14_with_grace_period	2016-05-07T04:00:00Z	2019-01-04T05:00:00Z	6	2	5	18	2		351	NA	NA	0	1	NA	NA	NA	10	10	10	10	10	9	95	22	52	82	172	within an hour	88	FALSE	TRUE	FALSE	1	1	BR		TRUE
10545725	https://www.airbnb.com/rooms/10545725	Apartment	Private room	Real Bed	2	1125	flexible	2016-02-14T05:00:00Z	2016-02-14T05:00:00Z	2	1	2	1	1		20	NA	20	0	1	280	1080	NA	10	10	10	10	10	10	100	0	0	0	0	NA	NA	FALSE	TRUE	TRUE	1	1	ES		TRUE
10009999	https://www.airbnb.com/rooms/10009999	Apartment	Entire home/apt	Real Bed	2	1125	flexible	NA	NA	4	1	2	0	1		317	NA	187	0	1	1492	4849	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA	NA	FALSE	TRUE	FALSE	1	1	BR		TRUE
1001265	https://www.airbnb.com/rooms/1001265	Condominium	Entire home/apt	Real Bed	3	365	strict_14_with_grace_period	2013-05-24T04:00:00Z	2019-02-07T05:00:00Z	2	1	1	96	1		115	NA	100	0	1	650	2150	NA	9	8	9	9	10	9	84	16	46	76	343	within an hour	98	FALSE	TRUE	FALSE	18	18	US		TRUE
1003530	https://www.airbnb.com/rooms/1003530	Apartment	Private room	Real Bed	12	360	strict_14_with_grace_period	2013-04-29T04:00:00Z	2018-08-12T04:00:00Z	2	1	1	70	1		135	0	135	0	1	NA	NA	NA	10	9	10	10	10	10	94	0	0	0	93	within an hour	100	TRUE	TRUE	TRUE	3	3	US		FALSE
