_id	listing_url	property_type	room_type	bed_type	minimum_nights	maximum_nights	cancellation_policy	first_review	last_review	accommodates	bedrooms	beds	number_of_reviews	bathrooms	amenities	price	security_deposit	cleaning_fee	extra_people	guests_included	weekly_price	monthly_price	reviews_per_month	review_scores_accuracy	review_scores_cleanliness	review_scores_checkin	review_scores_communication	review_scores_location	review_scores_value	review_scores_rating	availability_30	availability_60	availability_90	availability_365	host_response_time	host_response_rate	host_is_superhost	host_has_profile_pic	host_identity_verified	host_listings_count	host_total_listings_count	address_country_code	address_location_coordinates	address_location_is_location_exact
12893035	https://www.airbnb.com/rooms/12893035	Apartment	Entire home/apt	Real Bed	1	1125	strict_14_with_grace_period	2016-07-07T04:00:00Z	2019-01-31T05:00:00Z	4	1	2	161	1		97	200	60	10	2	NA	NA	NA	9	9	10	9	10	9	93	6	28	53	328	within an hour	100	FALSE	TRUE	TRUE	2	2	US		FALSE
13001636	https://www.airbnb.com/rooms/13001636	Condominium	Entire home/apt	Real Bed	5	30	flexible	NA	NA	6	3	5	0	3		560	NA	37	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	30	60	90	365	NA	NA	FALSE	TRUE	FALSE	1	1	BR		FALSE
12761564	https://www.airbnb.com/rooms/12761564	Earth house	Entire home/apt	Real Bed	3	1125	moderate	2016-08-14T04:00:00Z	2016-08-14T04:00:00Z	2	1	1	1	1		67	0	40	35	1	NA	NA	NA	10	10	10	10	10	10	100	14	29	59	334	within a few hours	100	FALSE	TRUE	TRUE	2	2	BR		TRUE
12774820	https://www.airbnb.com/rooms/12774820	Bed and breakfast	Private room	Real Bed	1	1125	moderate	2016-10-07T04:00:00Z	2016-10-07T04:00:00Z	3	1	1	1	1		78	120	7	10	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA	NA	FALSE	TRUE	TRUE	1	1	CA		TRUE
12788675	https://www.airbnb.com/rooms/12788675	Apartment	Private room	Real Bed	1	1125	flexible	2016-05-14T04:00:00Z	2016-05-14T04:00:00Z	1	1	1	1	1		25	NA	NA	0	1	NA	NA	NA	8	6	10	10	10	8	100	0	0	0	0	NA	NA	FALSE	TRUE	TRUE	1	1	ES		FALSE
12790958	https://www.airbnb.com/rooms/12790958	Apartment	Private room	Real Bed	1	1125	flexible	2016-06-14T04:00:00Z	2016-10-23T04:00:00Z	2	1	1	8	1		81	240	25	20	1	NA	NA	NA	9	9	10	10	10	9	98	30	60	90	270	within an hour	100	FALSE	TRUE	FALSE	1	1	CA		TRUE
12797051	https://www.airbnb.com/rooms/12797051	House	Private room	Real Bed	1	1125	flexible	2017-01-02T05:00:00Z	2019-03-02T05:00:00Z	4	1	1	257	1		75	NA	NA	0	1	NA	NA	NA	10	9	10	10	10	10	95	11	32	57	321	within an hour	100	FALSE	TRUE	FALSE	1	1	US		TRUE
12800556	https://www.airbnb.com/rooms/12800556	Apartment	Private room	Real Bed	1	500	strict_14_with_grace_period	2016-06-12T04:00:00Z	2019-02-26T05:00:00Z	2	1	2	20	1		597	0	0	1000	2	NA	NA	NA	9	9	9	9	9	9	85	22	52	82	348	within an hour	100	FALSE	TRUE	FALSE	19	19	HK		TRUE
12824656	https://www.airbnb.com/rooms/12824656	Apartment	Entire home/apt	Real Bed	3	1125	moderate	NA	NA	7	4	4	0	3		420	500	90	20	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	20	29	295	within an hour	100	FALSE	TRUE	FALSE	1	1	ES		TRUE
1304552	https://www.airbnb.com/rooms/1304552	Apartment	Entire home/apt	Real Bed	2	1125	strict_14_with_grace_period	2013-07-29T04:00:00Z	2019-02-01T05:00:00Z	2	1	1	227	1		168	400	0	0	1	NA	NA	NA	10	9	10	10	10	9	91	28	58	88	363	within an hour	100	FALSE	TRUE	TRUE	7	7	BR		TRUE
13059740	https://www.airbnb.com/rooms/13059740	Apartment	Entire home/apt	Real Bed	2	30	moderate	2016-06-15T04:00:00Z	2019-01-31T05:00:00Z	4	1	2	110	1		75	0	15	10	2	NA	NA	NA	10	10	10	10	10	9	95	8	26	49	63	within an hour	100	FALSE	TRUE	TRUE	3	3	PT		FALSE
13069562	https://www.airbnb.com/rooms/13069562	Apartment	Private room	Real Bed	1	1125	flexible	NA	NA	1	1	1	0	1		105	NA	NA	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA	NA	FALSE	TRUE	FALSE	1	1	TR		FALSE
13069840	https://www.airbnb.com/rooms/13069840	Condominium	Entire home/apt	Real Bed	5	600	moderate	2016-06-06T04:00:00Z	2019-02-23T05:00:00Z	5	1	3	73	1		119	300	300	0	2	NA	NA	NA	10	10	10	10	10	10	99	6	29	46	46	within an hour	100	TRUE	TRUE	TRUE	1	1	US		TRUE
13112091	https://www.airbnb.com/rooms/13112091	Serviced apartment	Entire home/apt	Real Bed	13	180	strict_14_with_grace_period	2016-12-10T05:00:00Z	2018-06-30T04:00:00Z	2	1	2	8	1		121	527	105	158	2	NA	NA	NA	10	9	10	10	9	9	97	11	29	59	149	within a few hours	100	FALSE	TRUE	FALSE	1	1	TR		FALSE
13145113	https://www.airbnb.com/rooms/13145113	Apartment	Private room	Real Bed	1	1125	flexible	NA	NA	2	1	1	0	0.5		569	NA	NA	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	30	60	90	365	NA	NA	FALSE	TRUE	FALSE	1	1	AU		FALSE
1284759	https://www.airbnb.com/rooms/1284759	Apartment	Entire home/apt	Real Bed	1	1125	moderate	2013-08-08T04:00:00Z	2019-02-03T05:00:00Z	4	2	3	399	1		53	0	25	0	1	405	1428	NA	10	9	9	10	10	9	93	6	30	46	280	within an hour	100	FALSE	TRUE	TRUE	13	13	PT		TRUE
12874776	https://www.airbnb.com/rooms/12874776	Apartment	Entire home/apt	Real Bed	4	365	strict_14_with_grace_period	2016-06-13T04:00:00Z	2019-02-02T05:00:00Z	7	2	3	46	2		299	0	225	75	6	NA	NA	NA	10	10	10	10	10	10	100	0	3	12	132	within a few hours	100	TRUE	TRUE	TRUE	1	1	US		TRUE
12887643	https://www.airbnb.com/rooms/12887643	Apartment	Private room	Real Bed	2	1125	moderate	2016-10-05T04:00:00Z	2018-07-07T04:00:00Z	3	1	1	7	1		35	NA	10	15	2	NA	NA	NA	9	9	10	10	10	9	91	0	0	0	0	NA	NA	FALSE	TRUE	TRUE	3	3	CA		TRUE
12895982	https://www.airbnb.com/rooms/12895982	Apartment	Entire home/apt	Real Bed	1	365	flexible	NA	NA	4	0	2	0	1		100	NA	NA	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA	NA	FALSE	TRUE	FALSE	1	1	TR		FALSE
12896435	https://www.airbnb.com/rooms/12896435	Boutique hotel	Private room	Real Bed	1	500	flexible	2017-10-21T04:00:00Z	2018-11-04T04:00:00Z	2	1	1	18	1		84	0	0	26	1	NA	NA	NA	9	9	10	10	10	9	92	29	59	89	324	within an hour	100	FALSE	TRUE	TRUE	80	80	TR		FALSE
1290112	https://www.airbnb.com/rooms/1290112	Bed and breakfast	Private room	Real Bed	1	1125	flexible	NA	NA	1	1	NA	0	NA		448	NA	NA	119	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	30	60	90	365	NA	NA	FALSE	TRUE	FALSE	3	3	TR		FALSE
12902975	https://www.airbnb.com/rooms/12902975	House	Private room	Real Bed	1	1125	flexible	NA	NA	2	1	1	0	1		45	NA	NA	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA	NA	FALSE	TRUE	TRUE	1	1	US		TRUE
12906431	https://www.airbnb.com/rooms/12906431	Apartment	Entire home/apt	Real Bed	2	30	strict_14_with_grace_period	2016-08-21T04:00:00Z	2019-02-27T05:00:00Z	4	2	2	66	1		165	200	150	0	1	NA	NA	NA	10	10	10	10	10	10	99	4	11	29	289	within an hour	100	TRUE	TRUE	TRUE	1	1	US		FALSE
12923454	https://www.airbnb.com/rooms/12923454	Apartment	Private room	Real Bed	5	21	flexible	NA	NA	2	1	1	0	1		2496	NA	NA	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA	NA	FALSE	TRUE	FALSE	1	1	HK		TRUE
12924287	https://www.airbnb.com/rooms/12924287	Apartment	Entire home/apt	Real Bed	5	60	moderate	NA	NA	3	1	2	0	1		351	0	150	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14	44	74	349	within an hour	100	FALSE	TRUE	TRUE	1	1	BR		TRUE
12929092	https://www.airbnb.com/rooms/12929092	Townhouse	Entire home/apt	Real Bed	3	1125	strict_14_with_grace_period	2016-08-08T04:00:00Z	2019-02-25T05:00:00Z	5	2	3	67	2		245	500	270	0	1	NA	NA	NA	10	10	10	10	10	10	98	3	4	14	96	within an hour	100	TRUE	TRUE	TRUE	3	3	US		TRUE
12937	https://www.airbnb.com/rooms/12937	Townhouse	Private room	Real Bed	3	25	strict_14_with_grace_period	2010-06-13T04:00:00Z	2019-03-04T05:00:00Z	4	1	2	231	1		130	250	NA	70	2	840	3300	NA	10	10	10	10	10	10	98	2	7	13	176	within an hour	100	TRUE	TRUE	TRUE	1	1	US		TRUE
1294944	https://www.airbnb.com/rooms/1294944	Apartment	Private room	Real Bed	1	1125	flexible	NA	NA	3	1	3	0	1		195	NA	NA	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	30	60	90	365	NA	NA	FALSE	TRUE	FALSE	1	1	TR		FALSE
12971023	https://www.airbnb.com/rooms/12971023	Apartment	Private room	Real Bed	3	1125	moderate	NA	NA	2	1	1	0	1		578	NA	187	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23	53	83	358	NA	NA	FALSE	TRUE	FALSE	1	1	BR		TRUE
13016251	https://www.airbnb.com/rooms/13016251	Apartment	Entire home/apt	Real Bed	3	15	flexible	NA	NA	2	1	1	0	1		240	NA	NA	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	28	58	88	88	NA	NA	FALSE	TRUE	FALSE	1	1	CA		TRUE
13045223	https://www.airbnb.com/rooms/13045223	Apartment	Private room	Real Bed	2	1125	flexible	2016-06-06T04:00:00Z	2016-07-28T04:00:00Z	2	1	1	7	1		20	NA	NA	0	1	NA	NA	NA	10	9	10	9	10	9	94	0	0	0	0	NA	NA	FALSE	TRUE	FALSE	2	2	CA		TRUE
12758910	https://www.airbnb.com/rooms/12758910	Apartment	Private room	Real Bed	5	1125	moderate	2016-07-03T04:00:00Z	2019-02-05T05:00:00Z	2	1	2	93	1		39	NA	NA	0	1	NA	NA	NA	10	9	10	9	10	10	94	5	9	13	43	within an hour	94	FALSE	TRUE	FALSE	2	2	ES		FALSE
12762087	https://www.airbnb.com/rooms/12762087	Townhouse	Entire home/apt	Real Bed	2	90	moderate	2016-05-16T04:00:00Z	2018-10-30T04:00:00Z	8	3	5	58	2		150	0	0	25	4	NA	NA	NA	10	10	10	10	10	10	99	22	45	67	310	within an hour	100	TRUE	TRUE	FALSE	2	2	PT		FALSE
12800628	https://www.airbnb.com/rooms/12800628	Apartment	Private room	Real Bed	1	500	strict_14_with_grace_period	2018-03-02T05:00:00Z	2019-01-10T05:00:00Z	2	1	2	14	1		597	0	0	1000	2	NA	NA	NA	9	8	10	10	10	9	81	29	59	89	357	within an hour	100	FALSE	TRUE	FALSE	19	19	HK		TRUE
12812425	https://www.airbnb.com/rooms/12812425	Guest suite	Entire home/apt	Real Bed	1	1125	strict_14_with_grace_period	2016-05-16T04:00:00Z	2019-02-06T05:00:00Z	2	1	1	85	1		65	NA	100	0	1	NA	NA	NA	10	9	10	10	10	10	94	16	46	73	348	within an hour	100	FALSE	TRUE	TRUE	11	11	US		TRUE
12814401	https://www.airbnb.com/rooms/12814401	Apartment	Entire home/apt	Real Bed	3	1125	strict_14_with_grace_period	2016-07-15T04:00:00Z	2019-02-09T05:00:00Z	6	2	2	4	1		1099	1000	500	0	1	NA	NA	NA	10	10	10	10	10	8	100	0	0	0	0	within an hour	100	FALSE	TRUE	FALSE	1	1	HK		TRUE
12814643	https://www.airbnb.com/rooms/12814643	Guest suite	Entire home/apt	Airbed	1	7	flexible	2017-04-23T04:00:00Z	2019-02-21T05:00:00Z	2	0	1	83	1		58	NA	6	0	1	NA	NA	NA	10	10	10	10	9	10	98	2	24	51	56	within a few hours	100	TRUE	TRUE	FALSE	1	1	US		TRUE
1284892	https://www.airbnb.com/rooms/1284892	Apartment	Entire home/apt	Real Bed	2	1125	moderate	2014-01-20T05:00:00Z	2019-01-27T05:00:00Z	11	3	8	76	3		298	NA	150	0	1	2800	6000	NA	9	8	10	10	10	10	89	3	21	44	282	within an hour	100	FALSE	TRUE	TRUE	1	1	BR		FALSE
12872819	https://www.airbnb.com/rooms/12872819	Apartment	Entire home/apt	Real Bed	2	1125	flexible	2016-05-24T04:00:00Z	2016-09-25T04:00:00Z	3	2	2	8	1		150	NA	50	25	2	NA	NA	NA	10	10	10	10	10	10	100	0	0	0	0	NA	NA	FALSE	TRUE	FALSE	1	1	CA		TRUE
12906000	https://www.airbnb.com/rooms/12906000	House	Entire home/apt	Real Bed	4	1125	super_strict_60	2016-08-03T04:00:00Z	2018-08-28T04:00:00Z	10	4	5	15	1.5		269	0	399	0	10	NA	NA	NA	9	9	9	9	10	8	88	4	12	35	225	within a few hours	100	FALSE	TRUE	FALSE	3	3	US		FALSE
13063671	https://www.airbnb.com/rooms/13063671	Condominium	Entire home/apt	Real Bed	1	1125	moderate	2016-07-04T04:00:00Z	2019-01-21T05:00:00Z	2	0	1	41	1		142	100	98	0	1	NA	NA	NA	9	9	9	9	10	9	87	5	33	42	298	within an hour	99	FALSE	TRUE	FALSE	92	92	US		TRUE
13063723	https://www.airbnb.com/rooms/13063723	House	Private room	Real Bed	2	1125	moderate	2016-07-18T04:00:00Z	2019-02-06T05:00:00Z	2	1	1	73	3		32	NA	NA	0	1	NA	NA	NA	10	9	9	10	9	9	87	15	44	66	339	within an hour	99	FALSE	TRUE	FALSE	13	13	PT		TRUE
1310141	https://www.airbnb.com/rooms/1310141	Loft	Entire home/apt	Real Bed	2	1125	moderate	2016-02-12T05:00:00Z	2017-02-28T05:00:00Z	3	1	2	6	1		198	400	150	0	3	1300	NA	NA	10	9	10	10	10	9	93	10	10	10	48	within a few hours	70	FALSE	TRUE	FALSE	4	4	BR		FALSE
1310308	https://www.airbnb.com/rooms/1310308	Apartment	Entire home/apt	Real Bed	2	1125	strict_14_with_grace_period	2013-08-19T04:00:00Z	2019-01-13T05:00:00Z	2	1	1	67	1		139	NA	60	0	1	NA	NA	NA	9	9	9	9	10	9	89	4	27	57	332	within a few hours	100	TRUE	TRUE	FALSE	3	3	AU		TRUE
13110019	https://www.airbnb.com/rooms/13110019	Apartment	Entire home/apt	Real Bed	2	1125	strict_14_with_grace_period	2016-08-12T04:00:00Z	2018-08-31T04:00:00Z	4	2	2	13	2		120	300	40	0	1	NA	NA	NA	10	10	10	10	10	10	100	0	16	46	183	NA	NA	FALSE	TRUE	FALSE	1	1	PT		FALSE
13113064	https://www.airbnb.com/rooms/13113064	House	Private room	Real Bed	1	6	moderate	2016-05-30T04:00:00Z	2018-10-11T04:00:00Z	3	1	2	38	1		125	100	35	20	2	NA	NA	NA	9	10	10	10	9	9	88	28	58	88	363	within an hour	100	FALSE	TRUE	FALSE	1	1	US		TRUE
13146333	https://www.airbnb.com/rooms/13146333	Apartment	Entire home/apt	Real Bed	1	1125	strict_14_with_grace_period	2016-06-16T04:00:00Z	2019-02-14T05:00:00Z	2	0	1	108	1		99	0	85	0	1	NA	NA	NA	9	10	10	10	9	9	93	10	40	70	209	within an hour	100	FALSE	TRUE	TRUE	15	15	US		TRUE
13153996	https://www.airbnb.com/rooms/13153996	Apartment	Entire home/apt	Real Bed	4	365	strict_14_with_grace_period	2016-08-11T04:00:00Z	2018-08-18T04:00:00Z	5	2	4	13	2		129	250	90	25	4	NA	NA	NA	10	10	10	10	10	10	97	23	53	75	311	within an hour	100	FALSE	TRUE	FALSE	1	1	PT		FALSE
12954762	https://www.airbnb.com/rooms/12954762	Guest suite	Private room	Real Bed	1	1125	moderate	2016-06-10T04:00:00Z	2019-03-05T05:00:00Z	2	1	1	469	1		60	NA	15	0	2	NA	NA	NA	10	10	10	10	10	10	95	15	35	62	84	within an hour	100	TRUE	TRUE	TRUE	3	3	AU		TRUE
12955940	https://www.airbnb.com/rooms/12955940	Apartment	Private room	Real Bed	1	1125	moderate	2016-06-08T04:00:00Z	2016-06-14T04:00:00Z	1	1	1	2	1		34	NA	NA	0	1	NA	NA	NA	10	10	10	9	10	10	90	0	0	0	0	NA	NA	FALSE	TRUE	TRUE	1	1	US		TRUE
12973335	https://www.airbnb.com/rooms/12973335	Apartment	Private room	Real Bed	1	14	moderate	2016-07-23T04:00:00Z	2018-09-23T04:00:00Z	5	2	2	39	1		50	0	10	15	1	NA	NA	NA	10	10	10	10	10	10	95	8	38	61	297	within a few hours	100	TRUE	TRUE	TRUE	1	1	CA		TRUE
13045429	https://www.airbnb.com/rooms/13045429	Apartment	Entire home/apt	Real Bed	3	1125	strict_14_with_grace_period	2016-06-11T04:00:00Z	2018-10-06T04:00:00Z	6	2	6	8	1		249	1500	160	0	1	NA	NA	NA	9	9	9	9	9	9	86	8	16	39	286	within a few hours	100	FALSE	TRUE	FALSE	1	1	US		TRUE
13064336	https://www.airbnb.com/rooms/13064336	Apartment	Private room	Real Bed	3	14	moderate	2017-10-12T04:00:00Z	2017-10-12T04:00:00Z	1	1	1	1	1		60	100	50	0	1	NA	NA	NA	10	10	10	10	10	10	100	0	0	0	0	NA	NA	FALSE	TRUE	TRUE	1	1	US		TRUE
13068933	https://www.airbnb.com/rooms/13068933	Apartment	Entire home/apt	Real Bed	32	1125	strict_14_with_grace_period	NA	NA	6	3	6	0	2		805	800	180	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	29	59	89	364	within a few hours	100	FALSE	TRUE	FALSE	26	26	ES		FALSE
13079105	https://www.airbnb.com/rooms/13079105	Apartment	Private room	Real Bed	1	1125	moderate	2016-09-06T04:00:00Z	2017-07-31T04:00:00Z	2	1	1	28	1		30	NA	NA	0	1	NA	NA	NA	10	10	10	10	10	9	96	0	0	0	0	NA	NA	FALSE	TRUE	TRUE	1	1	ES		TRUE
13083186	https://www.airbnb.com/rooms/13083186	House	Private room	Real Bed	2	1125	flexible	NA	NA	2	1	2	0	1		179	NA	NA	49	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	30	60	90	365	a few days or more	0	FALSE	TRUE	FALSE	1	1	BR		FALSE
13123668	https://www.airbnb.com/rooms/13123668	House	Entire home/apt	Real Bed	3	60	strict_14_with_grace_period	2017-01-30T05:00:00Z	2018-01-27T05:00:00Z	7	3	4	7	2		604	500	578	0	7	NA	NA	NA	10	10	10	10	9	9	100	0	0	0	0	within an hour	95	FALSE	TRUE	FALSE	104	104	US		TRUE
12762350	https://www.airbnb.com/rooms/12762350	Serviced apartment	Entire home/apt	Real Bed	7	1125	strict_14_with_grace_period	2016-12-31T05:00:00Z	2019-02-23T05:00:00Z	8	2	4	5	2		799	500	NA	0	1	NA	NA	NA	10	10	10	10	10	9	100	23	53	83	358	within an hour	100	TRUE	TRUE	TRUE	59	59	US		TRUE
12778795	https://www.airbnb.com/rooms/12778795	Apartment	Entire home/apt	Real Bed	1	1125	flexible	NA	NA	4	2	3	0	2		1000	NA	NA	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA	NA	FALSE	TRUE	FALSE	1	1	BR		FALSE
12791827	https://www.airbnb.com/rooms/12791827	Condominium	Entire home/apt	Real Bed	3	1825	strict_14_with_grace_period	2016-05-30T04:00:00Z	2019-02-18T05:00:00Z	2	0	1	22	1		149	300	100	0	1	NA	NA	NA	10	10	9	9	10	10	90	0	0	0	0	within an hour	100	FALSE	TRUE	TRUE	3	3	CA		FALSE
12810796	https://www.airbnb.com/rooms/12810796	House	Shared room	Real Bed	1	1125	strict_14_with_grace_period	2016-05-21T04:00:00Z	2019-03-01T05:00:00Z	1	1	1	109	1.5		35	0	5	35	1	NA	NA	NA	9	8	9	9	9	9	85	26	56	86	361	within an hour	100	FALSE	TRUE	FALSE	4	4	US		TRUE
12857433	https://www.airbnb.com/rooms/12857433	House	Entire home/apt	Real Bed	2	1125	flexible	2016-07-03T04:00:00Z	2019-02-03T05:00:00Z	8	2	5	16	2.5		135	NA	145	0	1	NA	NA	NA	10	9	10	10	10	10	95	1	1	20	271	within a day	80	FALSE	TRUE	TRUE	1	1	US		TRUE
12857841	https://www.airbnb.com/rooms/12857841	Apartment	Entire home/apt	Real Bed	5	1125	strict_14_with_grace_period	2017-09-26T04:00:00Z	2018-06-11T04:00:00Z	10	3	6	6	2		765	NA	NA	0	1	NA	NA	NA	10	9	10	10	10	9	100	22	52	82	357	within an hour	100	FALSE	TRUE	FALSE	1	1	TR		FALSE
12886223	https://www.airbnb.com/rooms/12886223	Serviced apartment	Entire home/apt	Real Bed	5	1125	strict_14_with_grace_period	2016-06-01T04:00:00Z	2016-06-01T04:00:00Z	4	0	2	1	1		324	500	NA	0	1	NA	NA	NA	10	10	10	10	10	10	100	23	53	83	358	within an hour	100	TRUE	TRUE	TRUE	59	59	US		TRUE
12889319	https://www.airbnb.com/rooms/12889319	Apartment	Private room	Real Bed	10	1125	flexible	NA	NA	1	1	1	0	1.5		63	NA	NA	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	29	59	89	364	NA	NA	FALSE	TRUE	FALSE	1	1	TR		FALSE
12902610	https://www.airbnb.com/rooms/12902610	Apartment	Entire home/apt	Real Bed	2	1125	strict_14_with_grace_period	2016-07-16T04:00:00Z	2019-02-24T05:00:00Z	8	4	4	22	1		152	400	165	7	8	NA	NA	NA	10	10	10	10	10	10	94	26	43	71	92	within an hour	94	FALSE	TRUE	FALSE	1198	1198	CA		TRUE
12906100	https://www.airbnb.com/rooms/12906100	Apartment	Private room	Real Bed	3	1125	strict_14_with_grace_period	2017-01-01T05:00:00Z	2018-10-29T04:00:00Z	1	1	1	5	1		502	7000	200	0	1	NA	NA	NA	10	10	9	9	10	10	92	29	59	89	89	within an hour	100	FALSE	TRUE	FALSE	1	1	HK		TRUE
12933623	https://www.airbnb.com/rooms/12933623	Apartment	Entire home/apt	Real Bed	1	1125	moderate	2016-05-21T04:00:00Z	2018-07-15T04:00:00Z	5	2	4	27	2		80	0	0	28	4	NA	NA	NA	10	10	10	10	10	9	92	24	51	75	230	within an hour	100	TRUE	TRUE	TRUE	15	15	PT		TRUE
12971533	https://www.airbnb.com/rooms/12971533	Condominium	Entire home/apt	Real Bed	2	1125	flexible	2016-08-17T04:00:00Z	2019-02-04T05:00:00Z	3	1	2	181	1		35	NA	NA	10	3	NA	NA	NA	10	10	10	10	10	10	98	14	35	40	235	within an hour	100	TRUE	TRUE	FALSE	2	2	PT		FALSE
12997475	https://www.airbnb.com/rooms/12997475	House	Entire home/apt	Real Bed	5	356	strict_14_with_grace_period	2016-07-22T04:00:00Z	2019-01-07T05:00:00Z	8	3	7	30	2		299	500	200	10	4	NA	NA	NA	10	10	10	10	10	10	99	16	27	47	73	within an hour	100	FALSE	TRUE	FALSE	9	9	US		TRUE
13043773	https://www.airbnb.com/rooms/13043773	Apartment	Private room	Real Bed	5	28	flexible	NA	NA	1	1	1	0	1		36	NA	NA	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA	NA	FALSE	TRUE	FALSE	1	1	CA		TRUE
13066822	https://www.airbnb.com/rooms/13066822	Condominium	Entire home/apt	Real Bed	5	365	super_strict_60	2018-01-16T05:00:00Z	2019-01-21T05:00:00Z	6	2	4	3	2		400	0	204	0	1	NA	NA	NA	10	10	10	10	10	9	100	2	24	45	306	within an hour	100	TRUE	TRUE	TRUE	74	74	US		FALSE
13115342	https://www.airbnb.com/rooms/13115342	Apartment	Private room	Real Bed	1	9	flexible	2016-06-19T04:00:00Z	2016-07-05T04:00:00Z	1	1	1	4	1		50	NA	10	0	1	NA	NA	NA	10	10	10	10	10	10	90	0	0	0	0	NA	NA	FALSE	TRUE	FALSE	1	1	ES		TRUE
13155211	https://www.airbnb.com/rooms/13155211	Apartment	Entire home/apt	Real Bed	2	1125	strict_14_with_grace_period	2016-08-04T04:00:00Z	2018-08-10T04:00:00Z	4	2	2	33	1		90	400	111	7	4	NA	NA	NA	9	9	10	9	10	9	92	0	0	0	0	within an hour	94	FALSE	TRUE	FALSE	1198	1198	CA		TRUE
13183672	https://www.airbnb.com/rooms/13183672	Apartment	Entire home/apt	Real Bed	30	180	strict_14_with_grace_period	2016-06-30T04:00:00Z	2019-02-22T05:00:00Z	2	0	1	32	1		140	NA	55	0	1	NA	NA	NA	10	10	10	10	10	10	99	8	12	14	14	within an hour	100	TRUE	TRUE	FALSE	1	1	US		FALSE
13161668	https://www.airbnb.com/rooms/13161668	Apartment	Entire home/apt	Real Bed	3	334	strict_14_with_grace_period	2016-08-23T04:00:00Z	2019-03-01T05:00:00Z	6	3	3	34	2		300	NA	NA	30	4	NA	NA	NA	10	10	10	10	10	9	94	10	15	30	286	within an hour	100	FALSE	TRUE	FALSE	8	8	ES		TRUE
13201601	https://www.airbnb.com/rooms/13201601	Loft	Entire home/apt	Real Bed	5	1125	strict_14_with_grace_period	2016-08-03T04:00:00Z	2019-02-13T05:00:00Z	4	2	2	41	2		300	250	250	75	4	NA	NA	NA	10	10	10	10	10	9	97	4	10	37	306	within an hour	100	TRUE	TRUE	TRUE	2	2	US		TRUE
13265567	https://www.airbnb.com/rooms/13265567	Apartment	Entire home/apt	Real Bed	1	1125	strict_14_with_grace_period	2016-06-12T04:00:00Z	2016-09-07T04:00:00Z	6	2	3	18	1		90	250	50	0	1	NA	NA	NA	10	10	10	10	10	10	94	0	0	0	0	NA	NA	FALSE	TRUE	TRUE	1	1	CA		TRUE
1321072	https://www.airbnb.com/rooms/1321072	Apartment	Private room	Real Bed	1	1125	flexible	2013-08-06T04:00:00Z	2018-09-13T04:00:00Z	2	1	1	39	1		55	NA	10	0	1	350	850	NA	9	10	10	10	10	10	97	29	59	89	364	a few days or more	0	FALSE	TRUE	TRUE	1	1	CA		TRUE
13248377	https://www.airbnb.com/rooms/13248377	Apartment	Private room	Real Bed	5	30	flexible	NA	NA	1	1	1	0	2		78	500	120	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA	NA	FALSE	TRUE	FALSE	1	1	BR		FALSE
13249697	https://www.airbnb.com/rooms/13249697	Apartment	Entire home/apt	Real Bed	1	1125	flexible	NA	NA	1	1	1	0	1		264	NA	NA	0	1	1582	5273	NA	NA	NA	NA	NA	NA	NA	NA	30	60	90	365	within a day	50	FALSE	TRUE	FALSE	2	2	TR		FALSE
13261391	https://www.airbnb.com/rooms/13261391	Apartment	Private room	Real Bed	4	15	flexible	2016-06-02T04:00:00Z	2016-06-14T04:00:00Z	1	1	1	3	1.5		18	NA	NA	0	1	NA	NA	NA	10	10	9	10	10	10	100	0	0	0	0	NA	NA	FALSE	TRUE	TRUE	1	1	ES		TRUE
13176532	https://www.airbnb.com/rooms/13176532	Apartment	Private room	Real Bed	30	90	flexible	2016-08-09T04:00:00Z	2016-08-09T04:00:00Z	1	1	1	1	1		243	1000	0	0	1	NA	NA	NA	10	8	10	10	10	8	80	30	60	90	365	within a day	94	FALSE	TRUE	FALSE	47	47	HK		TRUE
